Code,Latitude,Family,Temp Num,Well,Sex num f0,Wing.length..mm.,CS 13 from MOG unscaled,CS scaled 13,CS 18 from MOG,CS 18 scaled,,
RMO 219,-9.223,41,28,2,1,2.747174379,898.76,2.936120912,771.64,2.520837978,,
RMO 221,-9.223,41,28,3,1,2.512826396,833.51,2.722958456,698,2.280266586,,
RMO 226,-9.223,6,20,1,1,2.969844075,960.07,3.13641195,798.73,2.609337149,,
RMO 227,-9.223,6,20,1,0,2.823860601,935.8,3.057125317,836.76,2.733575743,,
RMO 231,-9.223,6,20,2,0,2.775397177,913.62,2.984666416,802.92,2.623025283,,
RMO 233,-9.223,6,20,2,1,2.800080311,911.49,2.977708009,752.43,2.458081644,,
RMO 241,-9.223,6,24,1,0,2.721223355,896.9,2.930044557,781.84,2.554159925,,
RMO 247,-9.223,6,24,2,0,2.684588149,898.75,2.936088244,789.66,2.579706751,,
RMO 258,-9.223,6,28,1,0,2.61634041,872.13,2.849124495,770.59,2.517407777,,
RMO 266,-9.223,6,28,3,0,2.454920607,816.52,2.667454546,717.52,2.344035646,,
RMO 273,-9.223,18,20,1,1,2.955,963.06,3.146179854,815.37,2.663697659,,
RMO 284,-9.223,18,20,3,0,2.83,937.41,3.062384958,828.05,2.705121413,,
RMO 286,-9.223,18,24,1,1,2.753,887.58,2.899597445,743.96,2.43041136,,
RMO 288,-9.223,18,24,1,0,2.74,905.79,2.959086921,772.48,2.523582138,,
RMO 308,-9.223,18,28,2,0,2.528,816.46,2.667258534,675.06,2.205324873,,
RMO 311,-9.223,18,28,3,1,2.504,820.08,2.679084559,686.85,2.243841124,,
RMO 312,-9.223,18,28,3,1,2.497,821.93,2.685128245,694.11,2.26755851,,
RMO 316,-9.223,24,20,1,1,2.755,897.83,2.933082735,753.72,2.46229589,,
RMO 322,-9.223,24,20,2,0,2.916,969.73,3.167969794,864.71,2.824884412,,
RMO 324,-9.223,24,20,2,0,2.972,997.74,3.259474475,885.19,2.891789655,,
RMO 327,-9.223,24,20,3,1,2.871,937.74,3.063463021,774.42,2.529919842,,
RMO 328,-9.223,24,20,3,0,2.866,950.76,3.105997506,849.62,2.775587531,,
RMO 331,-9.223,24,24,1,1,2.75,898.11,2.933997455,761.34,2.487189345,,
RMO 333,-9.223,24,24,1,1,2.747,900.68,2.942393279,758.78,2.478826189,,
RMO 335,-9.223,24,24,1,1,3.038,994.39,3.248530502,845.35,2.761638049,,
RMO 336,-9.223,24,24,2,0,2.561,859.84,2.808974816,754.02,2.463275947,,
RMO 338,-9.223,24,24,2,1,2.686,887.68,2.89992413,754.58,2.465105388,,
RMO 341,-9.223,24,24,3,1,2.781,911.9,2.979047421,774.01,2.52858043,,
RMO 344,-9.223,24,24,3,0,2.632,872.88,2.851574638,775.37,2.533023356,,
RMO 345,-9.223,24,24,3,1,2.871,944.57,3.085775658,804.47,2.628088912,,
RMO 348,-9.223,24,28,1,0,2.473,829.89,2.711132431,721.04,2.355534985,,
RMO 364,-9.223,27,20,1,1,2.818,920.35,3.006652367,784.7,2.563503138,,
RMO 368,-9.223,27,20,2,1,2.72,892.22,2.914755664,748.62,2.445634916,,
RMO 369,-9.223,27,20,2,0,2.627,878.09,2.868594966,772.79,2.524594864,,
RMO 391,-9.223,27,28,1,0,2.531,838.08,2.737887995,724.29,2.366152272,,
RMO 396,-9.223,27,28,2,0,2.389,794.66,2.596041039,694.21,2.267885196,,
RMO 403,-9.223,27,28,3,1,2.591,846.87,2.766603673,719.72,2.351222733,,
RMO 404,-9.223,27,28,3,1,2.348,771.02,2.518812526,652.52,2.131689904,,
RMO 411,-9.223,28,20,2,1,2.687,880.06,2.875030676,726.39,2.373012673,,
RMO 413,-9.223,28,20,2,1,2.734,892.63,2.916095075,731.2,2.388726257,,
RMO 414,-9.223,28,20,2,1,2.825,914.72,2.988259959,745.77,2.436324372,,
RMO 417,-9.223,28,20,3,0,2.667,891.61,2.912762881,769.38,2.51345488,,
RMO 423,-9.223,28,24,1,1,2.426,787.05,2.571180253,656,2.143058568,,
RMO 432,-9.223,28,24,3,0,2.409,800.34,2.61459679,698.23,2.281017963,,
RMO 442,-9.223,28,28,2,1,2.595,839.73,2.74327831,689.63,2.252922988,,
RMO 449,-9.223,28,28,3,0,2.546,850.24,2.777612983,729.77,2.384054651,,
RMO 458,-9.223,30,20,2,1,2.85,934.19,3.051865676,781.38,2.55265717,,
RMO 459,-9.223,30,20,2,0,2.608,870.93,2.845204266,779.38,2.546123455,,
RMO 472,-9.223,30,24,2,1,2.615,857.11,2.800056294,714.16,2.333059004,,
RMO 475,-9.223,30,24,2,1,2.705,882.22,2.882087088,761.76,2.488561425,,
RMO 476,-9.223,30,24,3,1,2.615,867,2.832365516,726.18,2.372326632,,
RMO 491,-9.223,30,28,3,1,2.591,851.81,2.782741949,731.15,2.388562915,,
RMO 499,-9.223,36,20,1,0,2.9,964.66,3.151406826,843.86,2.756770432,,
RMO 501,-9.223,36,20,2,1,2.607,857.29,2.800644329,710.01,2.319501545,,
RMO 503,-9.223,36,20,2,0,2.576,859.99,2.809464844,745.23,2.434560269,,
RMO 504,-9.223,36,20,2,1,2.565,846.17,2.764316873,709.89,2.319109523,,
RMO 505,-9.223,36,20,2,0,2.682,893.68,2.919525276,766.48,2.503980993,,
RMO 507,-9.223,36,20,3,0,2.739,907.4,2.964346562,782.15,2.555172651,,
RMO 513,-9.223,36,24,1,0,2.59,865.5,2.82746523,750.79,2.452723997,,
RMO 518,-9.223,36,24,2,1,2.444,805.07,2.630049026,672.89,2.198235792,,
RMO 520,-9.223,36,24,2,0,2.664,889.3,2.90521644,771.23,2.519498566,,
RMO 521,-9.223,36,24,3,1,2.562,832.54,2.719789604,710.68,2.32169034,,
RMO 536,-9.223,36,28,3,1,2.627,865.14,2.826289161,743.76,2.429757989,,
RMO 537,-9.223,36,28,3,0,2.496,838.93,2.740664824,747.16,2.440865304,,
RMO 538,-9.223,36,28,3,0,2.423,819.58,2.67745113,727.46,2.37650821,,
RMO 539,-9.223,36,28,3,1,2.772,899.9,2.93984513,755.08,2.466738816,,
RMO 541,-9.223,42,20,1,1,2.813,912.45,2.980844193,770.49,2.517081092,,
RMO 542,-9.223,42,20,1,0,2.657,860.89,2.812405016,708.33,2.314013225,,
RMO 543,-9.223,42,20,1,0,2.594,869.1,2.839225917,765.31,2.500158769,,
RMO 546,-9.223,42,20,2,1,2.941,962.13,3.143141677,794.75,2.596335056,,
RMO 554,-9.223,42,20,3,0,2.801,935.35,3.055655231,816.97,2.668924632,,
RMO 557,-9.223,42,24,1,0,2.602,865.3,2.826811858,759.15,2.480034927,,
RMO 561,-9.223,42,24,2,0,2.717,901.34,2.944549405,798.21,2.607638383,,
RMO 562,-9.223,42,24,2,1,2.621,857.31,2.800709666,709.9,2.319142191,,
RMO 571,-9.223,42,28,1,0,2.521,845.93,2.763532827,741.97,2.423910314,,
RMO 573,-9.223,42,28,1,0,2.556,859.06,2.806426667,759.01,2.479577567,,
RMO 596,-9.223,13,20,3,1,2.79,892.53,2.91576839,734.91,2.400846299,,
RMO 598,-9.223,13,20,3,0,2.625,869.72,2.841251368,749.41,2.448215734,,
RMO 602,-9.223,13,24,1,0,2.593,860.41,2.810836924,759.82,2.482223721,,
RMO 603,-9.223,13,24,1,0,2.532,841.67,2.749616014,732.32,2.392385138,,
RMO 605,-9.223,13,24,1,0,2.64,877.04,2.865164766,760.96,2.485947939,,
RMO 611,-9.223,13,24,3,0,2.407,805.37,2.631029084,708.37,2.314143899,,
RMO 625,-9.223,13,28,2,1,2.811,910.2,2.973493763,750.79,2.452723997,,
RMO 629,-9.223,13,28,3,0,2.551,852.6,2.785322767,728.67,2.380461108,,
RMO 639,-9.223,17,20,2,1,2.892,938.48,3.065880495,794.29,2.594832302,,
RMO 641,-9.223,17,20,3,0,2.938,966.73,3.158169222,854.72,2.792248505,,
RMO 646,-9.223,17,24,1,1,2.714,883.23,2.885386614,745.22,2.434527601,,
RMO 653,-9.223,17,24,2,1,2.664,876.93,2.864805412,734.26,2.398722842,,
RMO 656,-9.223,17,24,3,1,2.618,856.52,2.798128849,710.34,2.320579608,,
RMO 657,-9.223,17,24,3,1,2.407,787.83,2.573728402,662.51,2.164325811,,
RMO 659,-9.223,17,24,3,0,2.674,893.05,2.917467156,768.78,2.511494765,,
RMO 663,-9.223,17,28,1,0,2.549,847.99,2.770262553,728.1,2.378598999,,
RMO 671,-9.223,17,28,3,1,2.443,795.91,2.600124611,666.24,2.17651119,,
RMO 674,-9.223,17,28,3,0,2.45,824.11,2.692249995,720.86,2.35494695,,
RMO 682,-9.223,5,20,2,0,2.731,915.88,2.992049514,805.25,2.630637061,,
RMO 691,-9.223,5,24,1,0,2.615,880.82,2.877513488,770.46,2.516983086,,
RMO 694,-9.223,5,24,1,0,2.425,821.93,2.685128245,721.25,2.356221025,,
RMO 696,-9.223,5,24,2,0,2.655,874.51,2.856899616,764.12,2.496271209,,
RMO 700,-9.223,5,24,2,1,2.794,918.83,3.001686744,763.53,2.494343763,,
RMO 701,-9.223,5,24,3,0,2.524,846.26,2.76461089,736.25,2.405223888,,
RMO 702,-9.223,5,24,3,0,2.56,859.65,2.808354113,757.97,2.476180035,,
RMO 707,-9.223,5,28,1,1,2.548,847.24,2.76781241,722.9,2.36161134,,
RMO 708,-9.223,5,28,1,1,2.516,826.03,2.698522361,690.4,2.255438468,,
RMO 709,-9.223,5,28,1,1,2.707,891.9,2.913710269,745.99,2.437043081,,
RMO 712,-9.223,5,28,2,1,2.41,800.1,2.613812744,663.26,2.166775954,,
RMO 716,-9.223,5,28,3,0,2.256,760.39,2.48408583,669.76,2.188010528,,
RPV 095,-8.742,11,20,1,1,2.892,937.5,3.062678975,776.09,2.535375494,,
RPV 103,-8.742,11,20,2,0,2.865,958.22,3.130368264,844.21,2.757913832,,
RPV 116,-8.742,11,24,2,1,2.612,853.06,2.786825521,711.2,2.323389106,,
RPV 119,-8.742,11,24,2,0,2.522,840.77,2.746675842,742.78,2.426556468,,
RPV 123,-8.742,11,24,3,0,2.73,905.84,2.959250264,794.68,2.596106376,,
RPV 125,-8.742,11,28,1,1,2.328,761.55,2.487875385,641.11,2.094415059,,
RPV 142,-8.742,23,20,1,1,2.703,880.18,2.875422699,737.43,2.40907878,,
RPV 147,-8.742,23,20,2,1,3.038,981.77,3.20730276,820.76,2.681306022,,
RPV 156,-8.742,23,24,1,1,2.611,855.07,2.793391905,706.51,2.308067544,,
RPV 159,-8.742,23,24,1,1,2.816,910.07,2.973069072,755.57,2.468339577,,
RPV 167,-8.742,23,24,3,1,2.736,893.76,2.919786625,755.62,2.468502919,,
RPV 174,-8.742,23,28,1,1,2.524,818.7,2.674576295,680.72,2.223815287,,
RPV 176,-8.742,23,28,2,1,2.528,818.32,2.673334889,676.69,2.210649851,,
RPV 177,-8.742,23,28,2,0,2.237,743.84,2.430019337,649.75,2.122640708,,
RPV 181,-8.742,23,28,3,1,2.602,847,2.767028364,711.04,2.322866409,,
RPV 185,-8.742,25,20,1,0,2.752,913.72,2.984993102,789.1,2.577877311,,
RPV 191,-8.742,25,20,2,0,2.778,917.72,2.998060532,799.27,2.611101252,,
RPV 195,-8.742,25,20,3,0,2.765,917.99,2.998942584,799.67,2.612407995,,
RPV 220,-8.742,25,28,2,0,2.373,788.07,2.574512448,662.13,2.163084405,,
RPV 243,-8.742,38,20,3,1,2.81,918.43,3.000380001,757.42,2.474383263,,
RPV 244,-8.742,38,20,3,1,3.053,993.39,3.245263645,843.7,2.756247734,,
RPV 246,-8.742,38,24,1,1,2.59,846.13,2.764186198,716.72,2.34142216,,
RPV 252,-8.742,38,24,2,1,2.789,914.68,2.988129285,765.83,2.501857535,,
RPV 254,-8.742,38,24,2,0,2.577,868.08,2.835893722,758.66,2.478434166,,
RPV 258,-8.742,38,24,3,0,2.668,891.08,2.911031446,782.56,2.556512062,,
RPV 259,-8.742,38,24,3,0,2.622,878.92,2.871306458,771.99,2.521981378,,
RPV 263,-8.742,38,28,1,1,2.587,844.74,2.759645266,714.15,2.333026336,,
RPV 273,-8.742,38,28,3,0,2.174,728.23,2.37902369,639.79,2.090102807,,
RPV 280,-8.742,12,20,2,0,2.643,878.92,2.871306458,770.24,2.516264377,,
RPV 281,-8.742,12,20,2,0,2.604,859.3,2.807210713,749.47,2.448411745,,
RPV 290,-8.742,12,24,1,0,2.73,905.17,2.957061469,797.1,2.604012172,,
RPV 297,-8.742,12,24,2,0,2.609,867.55,2.834162288,753.66,2.462099879,,
RPV 300,-8.742,12,24,3,0,2.577,851.84,2.782839955,747.29,2.441289996,,
RPV 310,-8.742,12,28,2,0,2.439,808.27,2.640502971,711.87,2.325577901,,
RPV 312,-8.742,12,28,2,0,2.594,860.03,2.809595519,758.15,2.476768069,,
RPV 315,-8.742,12,28,3,0,2.594,862.57,2.817893337,759.3,2.480524955,,
RPV 329,-8.742,17,20,2,1,2.997,973.14,3.179109779,810.87,2.6489968,,
RPV 330,-8.742,17,20,3,1,2.9,938.79,3.066893221,774.88,2.531422596,,
RPV 337,-8.742,17,24,1,1,2.426,794.96,2.597021096,658.55,2.151389055,,
RPV 339,-8.742,17,24,1,1,2.721,891.3,2.911750155,750.63,2.4522013,,
RPV 344,-8.742,17,24,2,1,3.034,986.38,3.222362973,829.86,2.711034426,,
RPV 346,-8.742,17,24,3,1,2.503,813.75,2.65840535,683.57,2.233125831,,
RPV 350,-8.742,17,28,1,1,2.603,850.87,2.779671103,710.14,2.319926237,,
RPV 366,-8.742,18,20,1,0,2.799,926.3,3.02609017,823.77,2.691139263,,
RPV 371,-8.742,18,20,2,1,2.862,927.83,3.031088462,776.77,2.537596957,,
RPV 372,-8.742,18,20,2,0,2.851,943.66,3.082802817,826.14,2.698881715,,
RPV 374,-8.742,18,20,2,0,2.887,963.04,3.146114517,859.94,2.809301501,,
RPV 375,-8.742,18,20,3,1,2.963,951.33,3.107859615,787.44,2.572454327,,
RPV 391,-8.742,18,24,3,1,2.749,895.74,2.926255003,770.63,2.517538452,,
RPV 395,-8.742,18,28,1,0,2.506,830.74,2.71390926,723.4,2.363244768,,
RPV 399,-8.742,18,28,1,0,2.601,861.05,2.812927713,758.43,2.477682789,,
RPV 405,-8.742,18,28,3,1,2.388,764.95,2.498982701,636.31,2.078734142,,
RPV 407,-8.742,18,28,3,1,2.449,866.91,2.832071499,731.7,2.390359686,,
RPV 418,-8.742,19,20,2,1,2.939,957.94,3.129453544,814.74,2.661639539,,
RPV 422,-8.742,20,20,3,1,3.008,870.91,2.845138929,716.99,2.342304211,,
RPV 425,-8.742,19,24,1,1,2.742,876.4,2.863073977,743.45,2.428745263,,
RPV 432,-8.742,19,24,2,0,2.549,858.27,2.803845849,740.15,2.417964633,,
RPV 434,-8.742,19,24,2,0,2.775,920.45,3.006979053,816.52,2.667454546,,
RPV 435,-8.742,19,24,3,0,2.589,844.99,2.760461981,749.44,2.44831374,,
RPV 439,-8.742,19,24,3,1,2.641,860.06,2.809693524,728.12,2.378664336,,
RPV 440,-8.742,19,28,1,0,2.574,842.23,2.751445454,737.26,2.408523414,,
RPV 441,-8.742,19,28,1,0,2.421,802.39,2.621293848,720.87,2.354979619,,
RPV 445,-8.742,19,28,2,0,2.334,775.33,2.532892682,691.91,2.260371423,,
RPV 455,-8.742,20,20,1,1,2.702,813.11,2.656314561,717.68,2.344558343,,
RPV 461,-8.742,20,20,2,0,2.463,811.78,2.651969641,710.23,2.320220254,,
RPV 462,-8.742,20,20,2,0,2.485,825.59,2.697084944,727.03,2.375103461,,
RPV 463,-8.742,20,20,2,1,2.598,835.4,2.729132817,694.53,2.26893059,,
RPV 470,-8.742,20,24,1,0,2.608,862.72,2.818383365,750.84,2.45288734,,
RPV 472,-8.742,20,24,1,1,2.505,815.06,2.662684934,682.59,2.229924311,,
RPV 474,-8.742,20,24,1,0,2.601,866.45,2.830568744,763.52,2.494311094,,
RPV 475,-8.742,20,24,2,0,2.602,852.1,2.783689338,738.56,2.412770329,,
RPV 479,-8.742,20,24,2,0,2.651,875.05,2.858663719,769.39,2.513487548,,
RPV 480,-8.742,20,24,3,0,2.713,901,2.943438673,775.65,2.533938077,,
RPV 483,-8.742,20,24,3,0,2.717,892.37,2.915245693,777.47,2.539883757,,
RPV 487,-8.742,20,28,1,1,2.756,891.7,2.913056898,735.72,2.403492454,,
RPV 495,-8.742,20,28,3,0,2.197,722.41,2.360010579,626.99,2.04828703,,
RPV 497,-8.742,20,28,3,0,2.369,779.8,2.547495536,664.95,2.172296943,,
RPV 499,-8.742,20,28,3,1,2.551,828.14,2.705415431,706.08,2.306662795,,
RPV 502,-8.742,28,20,1,0,2.922,960.29,3.137130659,852.84,2.786106813,,
RPV 503,-8.742,28,20,1,0,2.671,891.17,2.911325463,789.52,2.579249391,,
RPV 520,-8.742,28,24,2,0,2.537,843.35,2.755104334,742.54,2.425772422,,
RPV 540,-8.742,28,28,3,1,2.308,811.76,2.651904304,688.28,2.24851273,,
RPV 542,-8.742,28,28,3,1,2.481,831.58,2.716653421,681.31,2.225742733,,
RPV 543,-8.742,28,28,3,0,2.561,792.07,2.587579878,692.87,2.263507607,,
RPV 545,-8.742,37,20,1,0,2.379,898,2.933638101,772.85,2.524790875,,
RPV 549,-8.742,37,20,1,0,2.808,972.79,3.177966379,838.66,2.739782772,,
RPV 550,-8.742,37,20,2,1,2.946,911.93,2.979145427,767.02,2.505745096,,
RPV 551,-8.742,37,20,2,1,2.838,891.37,2.911978835,739.9,2.417147918,,
RPV 556,-8.742,37,20,3,1,2.883,933.8,3.050591602,772.03,2.522112052,,
RPV 562,-8.742,37,24,1,1,2.596,885.9,2.894109124,732.48,2.392907835,,
RPV 566,-8.742,37,24,2,0,2.483,848.53,2.772026657,747.67,2.442531402,,
RPV 570,-8.742,37,24,3,1,2.59,805.04,2.629951021,667.36,2.18017007,,
RPV 574,-8.742,37,24,3,0,2.629,927.81,3.031023125,805.73,2.632205152,,
RPV 578,-8.742,37,28,1,0,2.405,807.38,2.637595467,692.74,2.263082915,,
RPV 580,-8.742,37,28,2,1,2.631,746.92,2.440081259,623.84,2.037996428,,
RPV 582,-8.742,37,28,2,0,2.307,836.31,2.732105657,726.23,2.372489975,,
RPV 591,-8.742,43,20,1,0,2.802,923.63,3.01736766,796.43,2.601823377,,
RPV 594,-8.742,43,20,1,1,3.068,1001.68,3.272345894,839.1,2.74122019,,
RPV 602,-8.742,43,20,3,0,3.029,1006.46,3.287961473,896.21,2.927790426,,
RPV 603,-8.742,43,20,3,1,2.923,953.52,3.115014033,800.1,2.613812744,,
RPV 604,-8.742,43,20,3,1,3.05,989.08,3.231183488,830.01,2.711524454,,
RPV 613,-8.742,43,24,2,1,2.656,865.23,2.826583178,721.59,2.357331756,,
RPV 614,-8.742,43,24,2,1,2.935,957.89,3.129290201,801.41,2.618092328,,
RPV 621,-8.742,43,28,1,1,2.545,839.5,2.742526933,707.86,2.312477802,,
RPV 635,-8.742,33,20,1,0,2.674,886.2,2.895089181,774.83,2.531259253,,
RPV 649,-8.742,33,20,3,0,2.802,922.5,3.013676111,808.4,2.640927662,,
RPV 652,-8.742,33,24,1,1,2.484,795.59,2.599079217,656.55,2.14485534,,
RPV 653,-8.742,33,24,1,1,2.665,869.63,2.840957351,733.92,2.39761211,,
RPV 658,-8.742,33,24,2,1,2.84,934.55,3.053041745,778.39,2.542889266,,
RPV 662,-8.742,33,24,3,0,2.557,843.12,2.754352957,737.27,2.408556083,,
RPV 664,-8.742,33,24,3,0,2.474,824.63,2.693948761,719,2.348870595,,
RPV 665,-8.742,33,28,1,1,2.455,796.78,2.602966777,672.71,2.197647758,,
RPV 669,-8.742,33,28,1,0,2.271,759.3,2.480524955,671.67,2.194250226,,
RPV 670,-8.742,33,28,2,1,2.462,802.2,2.620673145,674.72,2.204214142,,
RPV 677,-8.742,33,28,3,1,2.42,796.48,2.60198672,653.24,2.134042041,,
RPV 688,-8.742,42,20,2,0,2.717,913.74,2.985058439,823.86,2.69143328,,
RPV 690,-8.742,42,20,3,1,2.586,840.3,2.745140419,708.01,2.31296783,,
RPV 691,-8.742,42,20,3,1,2.68,877.06,2.865230103,765.29,2.500093432,,
RPV 693,-8.742,42,20,3,0,2.767,947.95,3.096817636,835.38,2.729067479,,
RPV 706,-8.742,42,24,3,0,2.538,848.81,2.772941377,757.26,2.473860566,,
RPV 709,-8.742,42,24,3,0,2.485,836.28,2.732007651,745.97,2.436977744,,
RPV 711,-8.742,42,28,1,0,2.305,768.89,2.511854119,683.13,2.231688414,,
RPV 714,-8.742,42,28,1,1,2.568,838.36,2.738802715,719.06,2.349066607,,
RPV 717,-8.742,42,28,2,0,2.459,822.64,2.687447714,713.52,2.330968216,,
RPV 722,-8.742,42,28,3,0,2.343,796.35,2.601562028,731.81,2.390719041,,
RPV 726,-8.742,15,20,1,1,2.838,924.83,3.021287889,772.2,2.522667418,,
RPV 728,-8.742,15,20,1,0,2.977,989.11,3.231281494,869.97,2.842068083,,
RPV 729,-8.742,15,20,1,1,3.122,1008.79,3.295573251,824.1,2.692217326,,
RPV 755,-8.742,15,28,1,0,2.436,806.47,2.634622627,702,2.293334016,,
RPV 766,-8.742,15,28,3,1,2.479,807.94,2.639424908,665.39,2.173734361,,
SJU 014,-22.611,6,20,1,0,3.051,1007.07,3.289954256,881.72,2.880453659,,
SJU 022,-22.611,6,20,2,0,2.853,946.69,3.092701396,823.55,2.690420554,,
SJU 026,-22.611,6,20,3,1,2.982,966.09,3.156078433,808.61,2.641613702,,
SJU 034,-22.611,6,24,2,0,2.53,831.94,2.717829489,736.5,2.406040603,,
SJU 037,-22.611,6,24,2,1,2.815,906.87,2.962615127,761.41,2.487418025,,
SJU 040,-22.611,6,24,3,0,2.748,907.21,2.963725859,797.54,2.605449589,,
SJU 050,-22.611,6,28,2,1,2.633,851.5,2.781729224,700.37,2.288009038,,
SJU 051,-22.611,6,28,2,1,2.702,857.15,2.800186969,718.23,2.346355115,,
SJU 055,-22.611,6,28,3,1,2.586,841.41,2.748766631,733.48,2.396174693,,
SJU 060,-22.611,4,20,1,0,3.114,1042.33,3.405143654,918.28,2.999889972,,
SJU 062,-22.611,4,20,1,0,3.025,1012.76,3.308542676,896.86,2.929913883,,
SJU 068,-22.611,4,20,2,1,2.838,932.29,3.045658647,788.32,2.575329162,,
SJU 075,-22.611,4,24,1,0,2.695,894.46,2.922073425,793.02,2.590683393,,
SJU 080,-22.611,4,24,2,0,2.651,860.14,2.809954873,750.31,2.451155906,,
SJU 081,-22.611,4,24,2,1,2.696,879.02,2.871633144,754.04,2.463341284,,
SJU 086,-22.611,4,24,3,1,2.723,903.63,2.952030509,808.72,2.641973057,,
SJU 104,-22.611,1,20,1,0,2.84,933.41,3.049317527,822.03,2.685454931,,
SJU 105,-22.611,1,20,1,1,2.613,877.96,2.868170275,786.48,2.569318144,,
SJU 111,-22.611,1,20,2,0,2.918,961.55,3.141246899,858.48,2.804531889,,
SJU 119,-22.611,1,24,1,1,2.742,885.15,2.891658981,752.17,2.457232261,,
SJU 120,-22.611,1,24,1,0,2.734,905.36,2.957682172,800.17,2.614041424,,
SJU 123,-22.611,1,24,1,0,2.776,921.05,3.008939168,804.3,2.627533546,,
SJU 124,-22.611,1,24,2,0,2.617,866.28,2.830013378,769.35,2.513356874,,
SJU 127,-22.611,1,24,2,1,2.665,882.39,2.882642454,736.26,2.405256557,,
SJU 129,-22.611,1,24,3,1,2.591,844.33,2.758305855,714.34,2.333647039,,
SJU 130,-22.611,1,24,3,1,2.767,901.02,2.943504011,766.68,2.504634364,,
SJU 131,-22.611,1,24,3,0,2.723,898.18,2.934226135,775.33,2.532892682,,
SJU 135,-22.611,1,28,1,0,2.629,863.31,2.820310811,751.3,2.454390095,,
SJU 136,-22.611,1,28,1,0,2.628,873.2,2.852620033,790.68,2.583038946,,
SJU 137,-22.611,1,28,1,1,2.792,906.59,2.961700407,775.24,2.532598665,,
SJU 139,-22.611,1,28,2,1,2.659,858.64,2.805054587,724.38,2.366446289,,
SJU 150,-22.611,2,20,1,0,3.052,999.81,3.26623687,878.9,2.871241121,,
SJU 152,-22.611,2,20,1,0,3.222,1060.74,3.465286502,947.01,3.09374679,,
SJU 154,-22.611,2,20,2,1,3.025,973.4,3.179959162,789.85,2.580327454,,
SJU 170,-22.611,2,24,2,1,2.852,924.63,3.020634518,780.6,2.550109022,,
SJU 184,-22.611,2,28,2,0,2.75,902.95,2.949809046,801.99,2.619987105,,
SJU 185,-22.611,2,28,2,0,2.704,893.9,2.920243985,794.73,2.596269719,,
SJU 189,-22.611,2,28,3,1,2.548,829.02,2.708290265,718.82,2.348282561,,
SJU 190,-22.611,2,28,3,1,2.534,829.01,2.708257597,680.34,2.222573881,,
SJU 196,-22.611,3,20,1,1,2.956,962.63,3.144775106,795.12,2.597543794,,
SJU 201,-22.611,3,20,2,1,2.996,976.86,3.191262489,822.85,2.688133754,,
SJU 204,-22.611,3,20,3,1,2.939,944.09,3.084207566,787.53,2.572748345,,
SJU 206,-22.611,3,20,3,0,2.905,965.61,3.154510341,870.07,2.842394769,,
SJU 207,-22.611,3,20,3,1,3.039,983.08,3.211582343,849.73,2.775946886,,
SJU 217,-22.611,3,24,2,0,2.806,934.86,3.054054471,825.4,2.696464241,,
SJU 218,-22.611,3,24,2,1,2.788,906.32,2.960818356,758.67,2.478466835,,
SJU 222,-22.611,3,24,3,0,2.702,893.46,2.918806567,776.98,2.538282997,,
SJU 223,-22.611,3,24,3,0,2.716,913.26,2.983490347,801.11,2.61711227,,
SJU 225,-22.611,3,28,1,0,2.713,877.19,2.865654795,728.83,2.380983805,,
SJU 227,-22.611,3,28,1,0,2.532,840.5,2.74579379,733.99,2.39784079,,
SJU 229,-22.611,3,28,2,1,2.92,952.69,3.112302541,805.88,2.632695181,,
SJU 235,-22.611,3,28,3,0,2.662,883.18,2.885223271,771.67,2.520935983,,
SJU 240,-22.611,5,20,1,1,2.781,886.2,2.895089181,720.88,2.355012287,,
SJU 245,-22.611,5,20,2,1,2.905,932.5,3.046344687,761.88,2.488953448,,
