ID,Biome,Latitude,Locality ,Length.mm,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13
APR 001,Amazon,-3.028,APR,2.75,1.385147611,2.293334016,3.959431379,2.146325426,4.028035388,2.218196292,3.178652419,2.159392856,4.060703963,2.312935162,4.041102818,2.394606601,3.949630806,2.47627804,3.315860437,2.424008319,3.773220497,2.57101691,3.492270746,2.672289495,2.378272313,2.407674031,3.074112976,2.744160361,2.646154634,2.760494649
APR 002,Amazon,-3.028,APR,2.86,1.156467581,1.943780256,3.877759939,1.862108817,3.933296518,1.940513398,3.080646691,1.826173383,3.956164521,2.03198541,3.936563376,2.116923707,3.835290791,2.192061432,3.155784416,2.11365685,3.642546194,2.293334016,3.315860437,2.384806028,2.169193429,2.048319698,2.881368379,2.443609465,2.459943753,2.466477468
APR 003,Amazon,-3.028,APR,3.17,1.091130429,1.512555056,4.086838824,1.398215041,4.165243406,1.499487626,3.214587852,1.365546466,4.194645124,1.594226496,4.165243406,1.68243165,4.067237679,1.760836232,3.377930731,1.679164793,3.884293654,1.842507671,3.564141612,1.937246541,2.227996865,1.623628214,3.054511831,2.009117407,2.567750052,2.03198541
APR 004,Amazon,-3.028,APR,3.09,1.247939593,1.702032796,4.191378266,1.623628214,4.246914845,1.688965365,3.312593579,1.590959638,4.286117136,1.793504808,4.256715418,1.878443105,4.142375403,1.953580829,3.4726696,1.891510535,3.949630806,2.048319698,3.619678191,2.13979171,2.293334016,1.806572238,3.13618327,2.211662577,2.629820346,2.22146315
APR 005,Amazon,-3.028,APR,3.05,1.202203587,1.541956775,4.096639397,1.535423059,4.171777121,1.633428787,3.175385561,1.486420196,4.204445697,1.741235086,4.178310836,1.822906526,4.080305109,1.894777392,3.332194725,1.809839096,3.851625079,1.996049977,3.495537603,2.090788847,2.283533444,1.685698508,3.02837697,2.13979171,2.508946616,2.129991138
APR 006,Amazon,-3.028,APR,3.09,1.257740166,1.751035659,4.178310836,1.581159065,4.250181703,1.659563647,3.289725576,1.568091635,4.295917709,1.767369947,4.279583421,1.858841959,4.178310836,1.940513398,3.4726696,1.875176247,3.969231951,2.041785983,3.632745621,2.156125998,2.397873459,1.832707099,3.129649555,2.244331153,2.636354062,2.241064295
APR 007,Amazon,-3.028,APR,3.23,0.744843527,1.535423059,3.851625079,1.394948184,3.900627942,1.476619623,2.949972389,1.355745893,3.93002966,1.57462535,3.9038948,1.659563647,3.802622215,1.744501944,3.119848982,1.705299653,3.596810188,1.862108817,3.299526149,1.960114544,1.940513398,1.620361356,2.77356208,2.041785983,2.270466013,2.058120271
APR 008,Amazon,-3.028,APR,3.02,0.627236654,1.914378538,3.557607897,1.806572238,3.583742758,1.868642532,2.682090068,1.747768802,3.606610761,1.956847686,3.600077046,2.041785983,3.492270746,2.123457423,2.861767234,2.058120271,3.299526149,2.22146315,2.989174679,2.335803165,1.754302517,2.028718553,2.495879186,2.420741462,1.99278312,2.430542034
APR 009,Amazon,-3.028,APR,2.83,0.859183542,1.492953911,3.541273609,1.398215041,3.606610761,1.479886481,2.721292358,1.368813323,3.636012479,1.577892208,3.603343903,1.65629679,3.508605034,1.737968229,2.822564943,1.662830505,3.315860437,1.842507671,2.995708395,1.940513398,1.878443105,1.613827641,2.548148907,1.989516262,2.067920844,1.996049977
APR 011,Amazon,-3.028,APR,3.3015,0.67297266,1.470085908,3.769953639,1.163001296,3.867959367,1.257740166,2.825831801,1.195669872,3.9038948,1.336144747,3.874493082,1.430883617,3.734018206,1.545223632,3.01530954,1.499487626,3.551074182,1.662830505,3.221121567,1.77717052,1.849041386,1.528889344,2.747427219,1.894777392,2.211662577,1.943780256
APR 012,Amazon,-3.028,APR,3.2671,0.813447536,1.182602441,3.956164521,1.081329857,4.008434242,1.163001296,2.953239246,1.015992705,4.028035388,1.251206451,3.995366812,1.349212178,3.858158794,1.44068419,3.113315267,1.352479035,3.642546194,1.551757347,3.335461582,1.65629679,1.966648259,1.280608169,2.838899231,1.734701371,2.280266586,1.731434514
APR 013,Amazon,-3.028,APR,2.7664,0.806913821,1.11726529,3.443267882,1.051928139,3.505338176,1.140133293,2.688623783,1.025793278,3.524939321,1.228338447,3.495537603,1.313276744,3.397531876,1.378613896,2.77356208,1.293675599,3.198253564,1.463552193,2.904236382,1.555024205,1.79023795,1.241405878,2.505679759,1.623628214,2.035252268,1.626895071
APR 014,Amazon,-3.028,APR,2.8524,0.819981251,1.506021341,3.505338176,1.460285335,3.583742758,1.545223632,2.806230655,1.408015614,3.613144476,1.639962502,3.577209043,1.734701371,3.482470173,1.796771665,2.881368379,1.698765938,3.283191861,1.881709962,3.005508967,1.943780256,1.858841959,1.587692781,2.593884913,2.00585055,2.146325426,1.999316835
APR 015,Amazon,-3.028,APR,2.7277,1.398215041,1.23813902,3.992099954,1.231605305,4.054170248,1.323077317,3.201520422,1.176068726,4.070504536,1.391681326,4.044369676,1.473352765,3.949630806,1.541956775,3.3648633,1.45375162,3.776487355,1.630161929,3.515138749,1.702032796,2.381539171,1.368813323,3.057778688,1.744501944,2.57101691,1.731434514
APR 016,Amazon,-3.028,APR,3.0582,0.816714393,1.479886481,3.720950776,1.251206451,3.78302107,1.323077317,2.829098658,1.251206451,3.80915593,1.414549329,3.7960885,1.496220768,3.70134963,1.571358493,2.982640964,1.535423059,3.485737031,1.68243165,3.172118703,1.786971092,1.907844823,1.525622487,2.67882321,1.875176247,2.24759801,1.91111168
APR 017,Amazon,-3.028,APR,2.8027,0.872250972,2.041785983,3.560874755,2.045052841,3.59354333,2.11365685,2.724559216,1.950313971,3.609877618,2.182260859,3.583742758,2.250864868,3.475936458,2.312935162,2.900969525,2.237797438,3.296259291,2.401140316,3.034910685,2.469744325,1.871909389,2.149592283,2.574283768,2.525280904,2.11365685,2.512213474
APR 018,Amazon,-3.028,APR,2.856,1.123799005,1.13033272,3.832023933,1.084596714,3.897361085,1.176068726,3.044711258,1.045394423,3.923495945,1.270807596,3.894094227,1.352479035,3.80915593,1.424349902,3.181919276,1.339411605,3.609877618,1.512555056,3.315860437,1.587692781,2.143058568,1.257740166,2.89443581,1.639962502,2.368471741,1.626895071
APR 019,Amazon,-3.028,APR,3.0202,1.136866435,1.506021341,4.001900527,1.45375162,4.070504536,1.541956775,3.116582125,1.430883617,4.109706827,1.639962502,4.073771394,1.728167656,3.975765666,1.80330538,3.23092214,1.721633941,3.773220497,1.89804425,3.45960217,1.986249404,2.201862004,1.643229359,3.00224211,2.045052841,2.482811756,2.038519126
APR 020,Amazon,-3.028,APR,2.7602,1.179335584,1.636695644,3.832023933,1.463552193,3.861425651,1.512555056,3.038177543,1.430883617,3.887560512,1.607293926,3.874493082,1.698765938,3.78302107,1.770636805,3.175385561,1.718367083,3.636012479,1.852308244,3.348529012,1.947047114,2.211662577,1.685698508,2.92057067,2.035252268,2.430542034,2.061387129
APR 021,Amazon,-3.028,APR,2.7161,0.836315539,1.819639668,3.377930731,1.718367083,3.440001024,1.796771665,2.642887777,1.69549908,3.479203315,1.894777392,3.462869027,1.99278312,3.358329585,2.051586556,2.740893504,1.966648259,3.181919276,2.143058568,2.90750324,2.218196292,1.822906526,1.920912253,2.505679759,2.280266586,2.074454559,2.296600874
APR 022,Amazon,-3.028,APR,2.811,0.963722984,1.65629679,3.655613624,1.639962502,3.691549058,1.698765938,2.845432946,1.577892208,3.711150203,1.773903662,3.691549058,1.862108817,3.587009615,1.937246541,2.982640964,1.862108817,3.397531876,2.03198541,3.11004841,2.107123135,1.947047114,1.786971092,2.655955207,2.182260859,2.185527716,2.182260859
APR 023,Amazon,-3.028,APR,3.0402,0.960456126,1.019259563,3.845091364,0.904919548,3.910428515,0.999658417,2.949972389,0.885318402,3.949630806,1.087863572,3.93002966,1.172801869,3.825490218,1.254473308,3.11004841,1.179335584,3.632745621,1.349212178,3.335461582,1.447217905,2.051586556,1.140133293,2.865034092,1.522355629,2.371738598,1.535423059
APR 024,Amazon,-3.028,APR,3.2703,0.891852117,1.940513398,3.998633669,1.924179111,4.054170248,1.99278312,3.038177543,1.881709962,4.083571966,2.097322562,4.063970821,2.188794574,3.972498809,2.276999728,3.178652419,2.185527716,3.727484491,2.378272313,3.384464446,2.469744325,2.10058942,2.103856277,2.874834664,2.518747189,2.358671168,2.518747189
APR 025,Amazon,-3.028,APR,2.8941,1.34594532,1.698765938,4.099906254,1.715100226,4.148909118,1.796771665,3.279925003,1.653029932,4.165243406,1.888243677,4.13257483,1.963381401,4.03783596,2.03198541,3.3648633,1.937246541,3.832023933,2.143058568,3.528206179,2.218196292,2.35540431,1.862108817,3.083913549,2.254131725,2.662488922,2.24759801
APR 026,Amazon,-3.028,APR,3.0713,0.731776096,1.316543602,3.655613624,1.221804732,3.714417061,1.296942457,2.747427219,1.179335584,3.734018206,1.388414469,3.717683918,1.463552193,3.613144476,1.538689917,2.874834664,1.476619623,3.407332449,1.630161929,3.087180407,1.721633941,1.845774529,1.424349902,2.580817483,1.822906526,2.162659713,1.852308244
APR 027,Amazon,-3.028,APR,3.1689,1.127065863,1.767369947,4.175043978,1.675897935,4.224046842,1.751035659,3.260323858,1.617094499,4.243647987,1.832707099,4.220779984,1.927445968,4.090105682,2.022184838,3.423666737,1.947047114,3.887560512,2.110389992,3.577209043,2.205128862,2.267199156,1.852308244,3.031643828,2.283533444,2.554682622,2.299867731
APR 028,Amazon,-3.028,APR,3.02,0.868984114,1.721633941,3.763419924,1.69549908,3.805889073,1.760836232,2.891168952,1.613827641,3.828757076,1.849041386,3.805889073,1.933979683,3.694815915,2.002583692,3.038177543,1.91111168,3.489003888,2.087521989,3.165584988,2.165926571,1.953580829,1.855575102,2.701691213,2.231263722,2.201862004,2.23453058
APR 029,Amazon,-3.028,APR,3.0208,1.068262426,1.715100226,3.926762803,1.666097362,3.992099954,1.751035659,3.11004841,1.626895071,4.018234815,1.852308244,4.008434242,1.937246541,3.900627942,2.015651123,3.204787279,1.927445968,3.67521477,2.116923707,3.358329585,2.198595147,2.156125998,1.852308244,2.92057067,2.267199156,2.414207747,2.254131725
APR 030,Amazon,-3.028,APR,2.8665,1.094397287,1.316543602,3.838557648,1.215271017,3.887560512,1.280608169,3.083913549,1.179335584,3.920229088,1.368813323,3.89082737,1.457018478,3.7960885,1.535423059,3.178652419,1.46681905,3.596810188,1.623628214,3.286458719,1.708566511,2.087521989,1.401481899,2.845432946,1.764103089,2.401140316,1.770636805
APR 031,Amazon,-3.028,APR,3.0515,1.055194996,1.417816187,3.956164521,1.391681326,4.005167385,1.460285335,3.044711258,1.352479035,4.044369676,1.56155792,4.031302245,1.649763074,3.939830233,1.721633941,3.194986707,1.633428787,3.711150203,1.813105953,3.374663873,1.907844823,2.136524853,1.56155792,2.923837528,1.973181974,2.433808892,1.963381401
APR 032,Amazon,-3.028,APR,3.028,1.107464717,1.179335584,4.021501673,1.218537875,4.063970821,1.300209314,3.11004841,1.133599578,4.083571966,1.401481899,4.060703963,1.479886481,3.949630806,1.54849049,3.240722713,1.44068419,3.760153067,1.630161929,3.443267882,1.721633941,2.178994001,1.342678463,2.956506104,1.770636805,2.466477468,1.757569374
APR 033,Amazon,-3.028,APR,2.8336,0.989857845,1.306743029,3.70134963,1.267540738,3.743818779,1.339411605,2.816031228,1.218537875,3.766686782,1.434150475,3.737285064,1.512555056,3.642546194,1.577892208,2.985907822,1.506021341,3.456335312,1.675897935,3.165584988,1.760836232,1.956847686,1.427616759,2.701691213,1.826173383,2.22146315,1.826173383
APR 034,Amazon,-3.028,APR,2.8192,0.833048681,1.31981046,3.534739894,1.267540738,3.583742758,1.352479035,2.711491786,1.21200416,3.600077046,1.434150475,3.577209043,1.522355629,3.469402743,1.600760211,2.851966661,1.506021341,3.289725576,1.68243165,2.989174679,1.770636805,1.849041386,1.434150475,2.57101691,1.829440241,2.10058942,1.813105953
APR 035,Amazon,-3.028,APR,2.8672,1.146667008,1.401481899,3.874493082,1.323077317,3.933296518,1.401481899,3.041444401,1.306743029,3.956164521,1.489687053,3.93002966,1.564824778,3.825490218,1.649763074,3.188452991,1.590959638,3.658880482,1.747768802,3.3648633,1.835973956,2.208395719,1.528889344,2.92057067,1.907844823,2.410940889,1.894777392
APR 036,Amazon,-3.028,APR,3.309,0.908186405,1.267540738,4.050903391,1.247939593,4.126041115,1.34594532,3.034910685,1.169535011,4.158709691,1.437417332,4.122774257,1.519088771,4.0117011,1.600760211,3.198253564,1.489687053,3.773220497,1.708566511,3.417133021,1.786971092,2.045052841,1.414549329,2.89443581,1.858841959,2.401140316,1.865375674
APR 037,Amazon,-3.028,APR,2.8517,1.385147611,2.025451695,4.1195074,1.999316835,4.171777121,2.080988274,3.315860437,1.940513398,4.181577694,2.165926571,4.155442833,2.250864868,4.067237679,2.316202019,3.420399879,2.23453058,3.887560512,2.417474604,3.5804759,2.499146043,2.404407174,2.156125998,3.129649555,2.55794948,2.655955207,2.554682622
APR 038,Amazon,-3.028,APR,2.9886,0.76771153,2.03198541,3.590276473,1.989516262,3.649079909,2.058120271,2.714758643,1.937246541,3.685015342,2.152859141,3.655613624,2.241064295,3.560874755,2.319468877,2.868300949,2.237797438,3.345262155,2.417474604,3.051244973,2.502412901,1.868642532,2.149592283,2.580817483,2.55794948,2.077721416,2.548148907
APR 039,Amazon,-3.028,APR,3.0091,0.682773233,1.751035659,3.55434104,1.649763074,3.603343903,1.718367083,2.662488922,1.590959638,3.636012479,1.809839096,3.609877618,1.891510535,3.515138749,1.966648259,2.845432946,1.914378538,3.322394152,2.071187701,2.985907822,2.175727144,1.767369947,1.835973956,2.535081477,2.260665441,2.00585055,2.254131725
APR 040,Amazon,-3.028,APR,2.791,1.427616759,1.486420196,4.109706827,1.502754484,4.148909118,1.56155792,3.312593579,1.430883617,4.168510263,1.649763074,4.139108545,1.741235086,4.067237679,1.796771665,3.430200452,1.718367083,3.894094227,1.891510535,3.636012479,1.963381401,2.43707575,1.623628214,3.103514694,2.015651123,2.682090068,1.999316835
APR 041,Amazon,-3.028,APR,3.3794,0.999658417,1.45375162,4.243647987,1.404748756,4.299184566,1.483153338,3.299526149,1.342678463,4.328586284,1.57462535,4.292650851,1.679164793,4.178310836,1.764103089,3.368130158,1.653029932,3.959431379,1.868642532,3.649079909,1.960114544,2.165926571,1.57462535,3.100247837,2.041785983,2.58408434,2.048319698
APR 043,Amazon,-3.028,APR,2.734,1.623628214,1.77717052,4.259982275,1.69549908,4.292650851,1.757569374,3.440001024,1.662830505,4.315518854,1.852308244,4.286117136,1.930712826,4.181577694,2.012384265,3.590276473,1.953580829,4.021501673,2.090788847,3.737285064,2.182260859,2.600418628,1.891510535,3.286458719,2.241064295,2.829098658,2.254131725
APR 044,Amazon,-3.028,APR,3.0643,0.588034363,1.610560784,3.489003888,1.54849049,3.557607897,1.636695644,2.593884913,1.483153338,3.577209043,1.744501944,3.547807324,1.842507671,3.453068455,1.914378538,2.737626646,1.832707099,3.23092214,2.01891798,2.900969525,2.110389992,1.653029932,1.715100226,2.43707575,2.169193429,1.933979683,2.162659713
APR 045,Amazon,-3.028,APR,2.7603,1.512555056,1.479886481,4.165243406,1.401481899,4.204445697,1.479886481,3.332194725,1.349212178,4.207712554,1.555024205,4.181577694,1.630161929,4.080305109,1.698765938,3.443267882,1.623628214,3.874493082,1.786971092,3.609877618,1.868642532,2.482811756,1.571358493,3.181919276,1.930712826,2.724559216,1.933979683
APR 046,Amazon,-3.028,APR,2.8718,1.13033272,1.623628214,3.874493082,1.564824778,3.923495945,1.636695644,3.031643828,1.509288199,3.939830233,1.715100226,3.920229088,1.80330538,3.80915593,1.865375674,3.145983843,1.77717052,3.583742758,1.960114544,3.309326722,2.041785983,2.136524853,1.715100226,2.881368379,2.110389992,2.443609465,2.12672428
APR 047,Amazon,-3.028,APR,2.9877,1.025793278,1.46681905,3.900627942,1.388414469,3.962698236,1.463552193,3.074112976,1.33287789,3.982299382,1.56155792,3.946363948,1.65629679,3.854891936,1.728167656,3.185186134,1.653029932,3.658880482,1.822906526,3.3648633,1.917645395,2.094055704,1.590959638,2.848699804,1.986249404,2.397873459,1.996049977
APR 048,Amazon,-3.028,APR,2.9645,1.156467581,1.296942457,3.969231951,1.316543602,4.018234815,1.391681326,3.132916413,1.231605305,4.044369676,1.483153338,4.0117011,1.56155792,3.913695373,1.639962502,3.283191861,1.545223632,3.743818779,1.728167656,3.400798734,1.809839096,2.224730007,1.450484762,2.966306676,1.871909389,2.499146043,1.862108817
APR 049,Amazon,-3.028,APR,3.2936,1.123799005,1.339411605,4.214246269,1.10419786,4.308985139,1.208737302,3.292992434,1.11726529,4.351454287,1.310009887,4.318785712,1.394948184,4.217513127,1.470085908,3.45960217,1.434150475,4.021501673,1.57462535,3.67521477,1.69549908,2.326002592,1.408015614,3.175385561,1.800038523,2.639620919,1.813105953
APR 050,Amazon,-3.028,APR,2.7205,0.908186405,1.189136157,3.475936458,1.081329857,3.544540467,1.163001296,2.652688349,1.064995569,3.577209043,1.257740166,3.55434104,1.33287789,3.469402743,1.404748756,2.78662951,1.342678463,3.279925003,1.496220768,2.979374107,1.600760211,1.816372811,1.277341311,2.535081477,1.662830505,2.038519126,1.666097362
APR 052,Amazon,-3.028,APR,2.7967,0.849382969,1.44068419,3.515138749,1.473352765,3.56740847,1.56155792,2.662488922,1.404748756,3.573942185,1.636695644,3.547807324,1.721633941,3.44653474,1.793504808,2.81276437,1.68243165,3.240722713,1.875176247,2.972840392,1.940513398,1.855575102,1.613827641,2.541615192,1.979715689,2.080988274,1.979715689
APR 053,Amazon,-3.028,APR,3.102,0.748110384,1.904577965,3.724217633,1.800038523,3.773220497,1.868642532,2.819298086,1.737968229,3.802622215,1.966648259,3.78302107,2.041785983,3.685015342,2.110389992,3.008775825,2.051586556,3.489003888,2.218196292,3.129649555,2.322735734,1.907844823,1.986249404,2.655955207,2.391339744,2.175727144,2.391339744
ARS 002,Amazon,-2.864,ARS,2.5121,1.10419786,1.741235086,3.515138749,1.685698508,3.547807324,1.741235086,2.858500376,1.626895071,3.573942185,1.822906526,3.570675327,1.901311108,3.485737031,1.966648259,2.90750324,1.88497682,3.299526149,2.061387129,3.051244973,2.143058568,2.00585055,1.842507671,2.708224928,2.205128862,2.231263722,2.22146315
ARS 003,Amazon,-2.864,ARS,3.0057,0.836315539,1.489687053,3.678481627,1.404748756,3.740551921,1.489687053,2.848699804,1.368813323,3.763419924,1.604027068,3.737285064,1.692232223,3.645813052,1.764103089,3.038177543,1.702032796,3.456335312,1.862108817,3.139450128,1.953580829,1.973181974,1.613827641,2.672289495,2.03198541,2.172460286,2.00585055
ARS 004,Amazon,-2.864,ARS,3.0195,1.182602441,1.813105953,4.063970821,1.767369947,4.116240542,1.839240814,3.172118703,1.724900799,4.155442833,1.940513398,4.148909118,2.03198541,4.041102818,2.107123135,3.315860437,2.022184838,3.825490218,2.205128862,3.534739894,2.296600874,2.296600874,1.940513398,3.064312404,2.368471741,2.567750052,2.358671168
ARS 005,Amazon,-2.864,ARS,2.9067,1.025793278,1.375347038,3.776487355,1.411282472,3.845091364,1.502754484,2.927104386,1.342678463,3.864692509,1.594226496,3.845091364,1.679164793,3.743818779,1.754302517,3.070846119,1.646496217,3.538006752,1.849041386,3.214587852,1.933979683,2.061387129,1.54849049,2.760494649,1.986249404,2.303134589,1.963381401
ARS 006,Amazon,-2.864,ARS,2.8672,1.280608169,1.770636805,4.005167385,1.839240814,4.057437106,1.91111168,3.204787279,1.737968229,4.077038251,2.01891798,4.054170248,2.10058942,3.956164521,2.172460286,3.273391288,2.028718553,3.799355358,2.237797438,3.44653474,2.299867731,2.326002592,1.904577965,3.054511831,2.326002592,2.561216337,2.316202019
ARS 007,Amazon,-2.864,ARS,2.9336,1.257740166,1.388414469,4.077038251,1.287141884,4.142375403,1.368813323,3.286458719,1.270807596,4.165243406,1.463552193,4.148909118,1.558291062,4.054170248,1.633428787,3.368130158,1.568091635,3.848358221,1.744501944,3.56740847,1.842507671,2.352137453,1.541956775,3.11004841,1.920912253,2.613486058,1.927445968
ARS 008,Amazon,-2.864,ARS,3.0717,1.283875026,2.041785983,4.181577694,1.950313971,4.24038113,2.038519126,3.260323858,1.920912253,4.273049706,2.12672428,4.263249133,2.218196292,4.155442833,2.293334016,3.420399879,2.201862004,3.959431379,2.371738598,3.662147339,2.46321061,2.35540431,2.159392856,3.139450128,2.538348334,2.639620919,2.55794948
ARS 009,Amazon,-2.864,ARS,3.1999,0.712174951,1.290408741,3.730751348,1.136866435,3.818956503,1.231605305,2.819298086,1.110731575,3.848358221,1.33287789,3.825490218,1.408015614,3.724217633,1.492953911,2.985907822,1.427616759,3.534739894,1.584425923,3.185186134,1.688965365,1.865375674,1.365546466,2.721292358,1.780437377,2.214929435,1.780437377
ARS 010,Amazon,-2.864,ARS,3.2727,1.038860708,1.66936422,4.148909118,1.68243165,4.207712554,1.783704235,3.162318131,1.626895071,4.243647987,1.891510535,4.230580557,1.982982547,4.13257483,2.071187701,3.289725576,1.966648259,3.881026797,2.175727144,3.524939321,2.276999728,2.188794574,1.852308244,2.963039819,2.319468877,2.499146043,2.309668304
ARS 011,Amazon,-2.864,ARS,3.0073,0.953922411,1.68243165,3.832023933,1.649763074,3.881026797,1.744501944,3.012042682,1.604027068,3.907161657,1.839240814,3.874493082,1.920912253,3.769953639,2.00585055,3.103514694,1.894777392,3.59354333,2.090788847,3.257057,2.165926571,2.035252268,1.813105953,2.809497513,2.224730007,2.303134589,2.22146315
