Code,Biome,State,Latitude,Locality,Family,Temp,Well,Sex,Wing.length..mm.,Sex binary 0=F
SJU 279,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,3,F,2.574,0
SJU 279,Mata Atlantica,Rio de Janeiro,-22.611,SJU,5,C,3,F,2.574,0
SJU 289,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,A,2,F,3.192,0
SJU 291,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,A,2,F,3.232,0
SJU 295,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,1,F,2.811,0
SJU 296,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,1,M,2.933,1
SJU 300,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,2,M,2.752,1
SJU 303,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,B,2,M,3.018,1
SJU 305,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,1,F,2.325,0
SJU 305,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,1,F,2.325,0
SJU 309,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.499,0
SJU 309,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.499,0
SJU 310,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.721,0
SJU 310,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,2,F,2.721,0
SJU 314,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.685,0
SJU 314,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.685,0
SJU 315,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.676,0
SJU 315,Mata Atlantica,Rio de Janeiro,-22.611,SJU,7,C,3,F,2.676,0
SJU 319,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,1,M,2.841,1
SJU 320,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,1,M,2.876,1
SJU 321,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,1,F,3.048,0
SJU 325,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,A,2,F,2.936,0
SJU 341,Mata Atlantica,Rio de Janeiro,-22.611,SJU,9,B,2,M,2.895,1
SJU 364,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,1,M,2.889,1
SJU 366,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,1,M,3.216,1
SJU 370,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,2,M,3.05,1
SJU 372,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,2,M,3.026,1
SJU 376,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,A,3,F,3.133,0
SJU 379,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,1,F,2.668,0
SJU 381,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,1,M,2.812,1
SJU 385,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,2,F,2.669,0
SJU 389,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,3,M,2.822,1
SJU 390,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,3,F,2.681,0
SJU 392,Mata Atlantica,Rio de Janeiro,-22.611,SJU,12,B,3,M,2.705,1
SJU 411,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,1,M,2.865,1
SJU 412,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,1,M,2.647,1
SJU 419,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,3,M,3.017,1
SJU 422,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,3,F,3.01,0
SJU 423,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,A,3,F,3.11,0
SJU 426,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,B,1,F,3.04,0
SJU 431,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,B,2,F,2.895,0
SJU 434,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,B,3,F,2.774,0
SJU 439,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,C,1,F,2.699,0
SJU 439,Mata Atlantica,Rio de Janeiro,-22.611,SJU,10,C,1,F,2.699,0
SJU 461,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,A,2,F,3.137,0
SJU 465,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,A,3,F,3.345,0
SJU 472,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,B,1,F,2.783,0
SJU 473,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,B,1,M,2.805,1
SJU 481,Mata Atlantica,Rio de Janeiro,-22.611,SJU,11,B,3,M,2.76,1
TLC 104,Cerrado,Tocantins,-10.7,TLC,74,A,1,M,2.674,1
TLC 105,Cerrado,Tocantins,-10.7,TLC,74,A,1,F,2.786,0
TLC 114,Cerrado,Tocantins,-10.7,TLC,74,A,3,M,2.848,1
TLC 119,Cerrado,Tocantins,-10.7,TLC,74,B,1,M,2.665,1
TLC 120,Cerrado,Tocantins,-10.7,TLC,74,B,1,M,2.789,1
TLC 121,Cerrado,Tocantins,-10.7,TLC,74,B,1,M,2.82,1
TLC 125,Cerrado,Tocantins,-10.7,TLC,74,B,2,M,2.872,1
TLC 129,Cerrado,Tocantins,-10.7,TLC,74,B,3,M,2.694,1
TLC 130,Cerrado,Tocantins,-10.7,TLC,74,B,3,F,2.607,0
TLC 132,Cerrado,Tocantins,-10.7,TLC,74,B,3,F,2.725,0
TLC 136,Cerrado,Tocantins,-10.7,TLC,74,C,1,F,2.615,0
TLC 137,Cerrado,Tocantins,-10.7,TLC,74,C,1,F,2.593,0
TLC 139,Cerrado,Tocantins,-10.7,TLC,74,C,2,F,2.49,0
TLC 145,Cerrado,Tocantins,-10.7,TLC,74,C,3,F,2.515,0
TLC 146,Cerrado,Tocantins,-10.7,TLC,74,C,3,F,2.507,0
TLC 150,Cerrado,Tocantins,-10.7,TLC,75,A,1,F,2.726,0
TLC 151,Cerrado,Tocantins,-10.7,TLC,75,A,1,F,2.851,0
TLC 162,Cerrado,Tocantins,-10.7,TLC,75,A,3,F,2.746,0
TLC 163,Cerrado,Tocantins,-10.7,TLC,75,A,3,M,2.855,1
TLC 166,Cerrado,Tocantins,-10.7,TLC,75,B,1,F,2.75,0
TLC 176,Cerrado,Tocantins,-10.7,TLC,75,B,3,F,2.668,0
TLC 178,Cerrado,Tocantins,-10.7,TLC,75,B,3,F,2.798,0
TLC 184,Cerrado,Tocantins,-10.7,TLC,75,C,2,F,2.398,0
TLC 185,Cerrado,Tocantins,-10.7,TLC,75,C,2,M,2.49,1
TLC 189,Cerrado,Tocantins,-10.7,TLC,75,C,3,M,2.587,1
TLC 194,Cerrado,Tocantins,-10.7,TLC,76,A,1,M,2.487,1
TLC 198,Cerrado,Tocantins,-10.7,TLC,76,A,1,F,2.678,0
TLC 206,Cerrado,Tocantins,-10.7,TLC,76,A,3,M,2.768,1
TLC 207,Cerrado,Tocantins,-10.7,TLC,76,A,3,F,2.644,0
TLC 209,Cerrado,Tocantins,-10.7,TLC,76,B,1,M,2.779,1
TLC 210,Cerrado,Tocantins,-10.7,TLC,76,B,1,F,2.696,0
TLC 214,Cerrado,Tocantins,-10.7,TLC,76,B,2,M,2.676,1
TLC 215,Cerrado,Tocantins,-10.7,TLC,76,B,2,F,2.48,0
TLC 218,Cerrado,Tocantins,-10.7,TLC,76,B,2,F,2.62,0
TLC 219,Cerrado,Tocantins,-10.7,TLC,76,B,3,M,2.827,1
TLC 226,Cerrado,Tocantins,-10.7,TLC,76,C,1,F,2.689,0
TLC 229,Cerrado,Tocantins,-10.7,TLC,76,C,2,F,2.399,0
TLC 231,Cerrado,Tocantins,-10.7,TLC,76,C,2,F,2.464,0
TLC 234,Cerrado,Tocantins,-10.7,TLC,76,C,3,F,2.449,0
TLC 237,Cerrado,Tocantins,-10.7,TLC,76,C,3,F,2.507,0
TLC 239,Cerrado,Tocantins,-10.7,TLC,82,A,1,M,2.68,1
TLC 242,Cerrado,Tocantins,-10.7,TLC,82,A,1,M,2.924,1
TLC 244,Cerrado,Tocantins,-10.7,TLC,82,A,2,F,2.544,0
TLC 245,Cerrado,Tocantins,-10.7,TLC,82,A,2,M,2.594,1
TLC 248,Cerrado,Tocantins,-10.7,TLC,82,A,2,F,2.917,0
TLC 249,Cerrado,Tocantins,-10.7,TLC,82,A,3,F,2.572,0
TLC 253,Cerrado,Tocantins,-10.7,TLC,82,A,3,M,2.794,1
TLC 256,Cerrado,Tocantins,-10.7,TLC,82,B,1,F,2.599,0
TLC 257,Cerrado,Tocantins,-10.7,TLC,82,B,1,M,2.609,1
TLC 260,Cerrado,Tocantins,-10.7,TLC,82,B,2,M,2.536,1
TLC 262,Cerrado,Tocantins,-10.7,TLC,82,B,2,M,2.847,1
TLC 267,Cerrado,Tocantins,-10.7,TLC,82,B,3,F,2.617,0
TLC 271,Cerrado,Tocantins,-10.7,TLC,82,C,1,F,2.699,0
TLC 275,Cerrado,Tocantins,-10.7,TLC,82,C,2,M,2.305,1
TLC 276,Cerrado,Tocantins,-10.7,TLC,82,C,2,F,2.512,0
TLC 281,Cerrado,Tocantins,-10.7,TLC,82,C,3,M,2.475,1
TLC 283,Cerrado,Tocantins,-10.7,TLC,82,C,3,F,2.595,0
TLC 284,Cerrado,Tocantins,-10.7,TLC,79,A,1,M,3.104,1
TLC 285,Cerrado,Tocantins,-10.7,TLC,79,A,1,F,2.767,0
TLC 286,Cerrado,Tocantins,-10.7,TLC,79,A,1,F,2.82,0
TLC 295,Cerrado,Tocantins,-10.7,TLC,79,A,3,M,2.868,1
TLC 296,Cerrado,Tocantins,-10.7,TLC,79,A,3,M,2.865,1
TLC 302,Cerrado,Tocantins,-10.7,TLC,79,B,1,F,2.729,0
TLC 304,Cerrado,Tocantins,-10.7,TLC,79,B,2,M,2.703,1
TLC 307,Cerrado,Tocantins,-10.7,TLC,79,B,2,F,2.698,0
TLC 311,Cerrado,Tocantins,-10.7,TLC,79,B,3,M,3.004,1
TLC 316,Cerrado,Tocantins,-10.7,TLC,79,C,1,M,2.651,1
TLC 324,Cerrado,Tocantins,-10.7,TLC,79,C,3,M,2.495,1
TLC 327,Cerrado,Tocantins,-10.7,TLC,79,C,3,M,2.583,1
TLC 332,Cerrado,Tocantins,-10.7,TLC,83,A,1,F,2.733,0
TLC 333,Cerrado,Tocantins,-10.7,TLC,83,A,1,M,2.884,1
TLC 334,Cerrado,Tocantins,-10.7,TLC,83,A,2,M,2.759,1
TLC 335,Cerrado,Tocantins,-10.7,TLC,83,A,2,F,2.713,0
TLC 338,Cerrado,Tocantins,-10.7,TLC,83,A,2,M,3.059,1
TLC 340,Cerrado,Tocantins,-10.7,TLC,83,A,3,F,2.742,0
TLC 341,Cerrado,Tocantins,-10.7,TLC,83,A,3,M,2.663,1
TLC 342,Cerrado,Tocantins,-10.7,TLC,83,A,3,F,2.933,0
TLC 346,Cerrado,Tocantins,-10.7,TLC,83,B,1,M,2.837,1
TLC 347,Cerrado,Tocantins,-10.7,TLC,83,B,1,F,2.744,0
TLC 348,Cerrado,Tocantins,-10.7,TLC,83,B,1,M,2.891,1
TLC 349,Cerrado,Tocantins,-10.7,TLC,83,B,2,F,2.678,0
TLC 352,Cerrado,Tocantins,-10.7,TLC,83,B,2,F,2.72,0
TLC 356,Cerrado,Tocantins,-10.7,TLC,83,B,3,M,2.683,1
TLC 359,Cerrado,Tocantins,-10.7,TLC,83,C,1,M,2.532,1
TLC 360,Cerrado,Tocantins,-10.7,TLC,83,C,1,M,2.375,1
TLC 379,Cerrado,Tocantins,-10.7,TLC,77,A,2,F,2.731,0
TLC 381,Cerrado,Tocantins,-10.7,TLC,77,A,2,M,2.705,1
TLC 382,Cerrado,Tocantins,-10.7,TLC,77,A,2,M,2.696,1
TLC 383,Cerrado,Tocantins,-10.7,TLC,77,A,2,M,3.032,1
TLC 384,Cerrado,Tocantins,-10.7,TLC,77,A,3,F,2.678,0
TLC 391,Cerrado,Tocantins,-10.7,TLC,77,B,1,F,2.609,0
TLC 393,Cerrado,Tocantins,-10.7,TLC,77,B,1,M,2.84,1
TLC 394,Cerrado,Tocantins,-10.7,TLC,77,B,2,F,2.578,0
TLC 396,Cerrado,Tocantins,-10.7,TLC,77,B,2,F,2.645,0
TLC 399,Cerrado,Tocantins,-10.7,TLC,77,B,3,M,2.891,1
TLC 404,Cerrado,Tocantins,-10.7,TLC,77,C,1,F,2.427,0
TLC 405,Cerrado,Tocantins,-10.7,TLC,77,C,1,F,2.388,0
TLC 406,Cerrado,Tocantins,-10.7,TLC,77,C,1,M,2.553,1
TLC 407,Cerrado,Tocantins,-10.7,TLC,77,C,1,M,2.734,1
TLC 409,Cerrado,Tocantins,-10.7,TLC,77,C,2,F,2.409,0
TLC 410,Cerrado,Tocantins,-10.7,TLC,77,C,2,M,2.55,1
TLC 413,Cerrado,Tocantins,-10.7,TLC,77,C,2,M,2.881,1
TLC 415,Cerrado,Tocantins,-10.7,TLC,77,C,3,M,2.641,1
TLC 426,Cerrado,Tocantins,-10.7,TLC,80,A,2,M,2.738,1
TLC 427,Cerrado,Tocantins,-10.7,TLC,80,A,2,F,2.926,0
TLC 428,Cerrado,Tocantins,-10.7,TLC,80,A,2,F,2.86,0
TLC 431,Cerrado,Tocantins,-10.7,TLC,80,A,3,F,2.695,0
TLC 440,Cerrado,Tocantins,-10.7,TLC,80,B,2,M,2.609,1
TLC 441,Cerrado,Tocantins,-10.7,TLC,80,B,2,M,2.715,1
TLC 443,Cerrado,Tocantins,-10.7,TLC,80,B,2,F,2.668,0
TLC 444,Cerrado,Tocantins,-10.7,TLC,80,B,3,F,2.532,0
TLC 450,Cerrado,Tocantins,-10.7,TLC,80,C,1,M,2.586,1
TLC 451,Cerrado,Tocantins,-10.7,TLC,80,C,1,M,2.549,1
TLC 454,Cerrado,Tocantins,-10.7,TLC,80,C,2,M,2.519,1
TLC 456,Cerrado,Tocantins,-10.7,TLC,80,C,2,M,2.68,1
TLC 457,Cerrado,Tocantins,-10.7,TLC,80,C,2,F,2.691,0
TLC 459,Cerrado,Tocantins,-10.7,TLC,80,C,3,F,2.545,0
TLC 460,Cerrado,Tocantins,-10.7,TLC,80,C,3,M,2.641,1
TLC 461,Cerrado,Tocantins,-10.7,TLC,80,C,3,M,2.711,1
TLC 462,Cerrado,Tocantins,-10.7,TLC,80,C,3,F,2.607,0
TPN 021,Cerrado,Tocantins,-10.796,TPN,11,A,1,F,2.694,0
TPN 022,Cerrado,Tocantins,-10.796,TPN,11,A,1,F,2.558,0
TPN 023,Cerrado,Tocantins,-10.796,TPN,11,A,1,M,2.693,1
TPN 026,Cerrado,Tocantins,-10.796,TPN,11,A,2,F,2.899,0
TPN 027,Cerrado,Tocantins,-10.796,TPN,11,A,2,F,2.92,0
TPN 028,Cerrado,Tocantins,-10.796,TPN,11,A,2,F,2.815,0
TPN 032,Cerrado,Tocantins,-10.796,TPN,11,A,3,F,2.689,0
TPN 033,Cerrado,Tocantins,-10.796,TPN,11,A,3,M,2.746,1
TPN 034,Cerrado,Tocantins,-10.796,TPN,11,A,3,F,2.879,0
TPN 036,Cerrado,Tocantins,-10.796,TPN,11,B,1,M,2.759,1
TPN 038,Cerrado,Tocantins,-10.796,TPN,11,B,1,M,2.623,1
TPN 040,Cerrado,Tocantins,-10.796,TPN,11,B,1,F,2.681,0
TPN 041,Cerrado,Tocantins,-10.796,TPN,11,B,2,M,2.765,1
TPN 042,Cerrado,Tocantins,-10.796,TPN,11,B,2,M,2.702,1
TPN 043,Cerrado,Tocantins,-10.796,TPN,11,B,2,F,2.826,0
TPN 044,Cerrado,Tocantins,-10.796,TPN,11,B,2,M,2.921,1
TPN 046,Cerrado,Tocantins,-10.796,TPN,11,B,3,F,2.585,0
TPN 049,Cerrado,Tocantins,-10.796,TPN,11,B,3,M,3.007,1
TPN 051,Cerrado,Tocantins,-10.796,TPN,11,C,1,M,2.608,1
TPN 053,Cerrado,Tocantins,-10.796,TPN,11,C,1,M,2.951,1
TPN 059,Cerrado,Tocantins,-10.796,TPN,11,C,2,M,2.737,1
TPN 060,Cerrado,Tocantins,-10.796,TPN,11,C,2,M,2.907,1
TPN 066,Cerrado,Tocantins,-10.796,TPN,12,A,1,M,2.972,1
TPN 067,Cerrado,Tocantins,-10.796,TPN,12,A,1,F,2.888,0
TPN 068,Cerrado,Tocantins,-10.796,TPN,12,A,1,M,2.921,1
TPN 069,Cerrado,Tocantins,-10.796,TPN,12,A,1,F,3.034,0
TPN 076,Cerrado,Tocantins,-10.796,TPN,12,A,3,M,2.89,1
TPN 077,Cerrado,Tocantins,-10.796,TPN,12,A,3,M,2.734,1
TPN 079,Cerrado,Tocantins,-10.796,TPN,12,A,3,M,2.952,1
TPN 082,Cerrado,Tocantins,-10.796,TPN,12,B,1,F,2.846,0
TPN 086,Cerrado,Tocantins,-10.796,TPN,12,B,2,M,2.59,1
TPN 087,Cerrado,Tocantins,-10.796,TPN,12,B,2,M,2.802,1
TPN 088,Cerrado,Tocantins,-10.796,TPN,12,B,2,F,2.75,0
TPN 089,Cerrado,Tocantins,-10.796,TPN,12,B,2,F,2.743,0
TPN 090,Cerrado,Tocantins,-10.796,TPN,12,B,2,M,2.929,1
TPN 091,Cerrado,Tocantins,-10.796,TPN,12,B,3,F,2.769,0
TPN 092,Cerrado,Tocantins,-10.796,TPN,12,B,3,F,2.769,0
TPN 093,Cerrado,Tocantins,-10.796,TPN,12,B,3,M,2.842,1
TPN 096,Cerrado,Tocantins,-10.796,TPN,12,C,1,F,2.676,0
TPN 097,Cerrado,Tocantins,-10.796,TPN,12,C,1,F,2.594,0
TPN 099,Cerrado,Tocantins,-10.796,TPN,12,C,1,F,2.634,0
TPN 100,Cerrado,Tocantins,-10.796,TPN,12,C,1,M,2.672,1
TPN 101,Cerrado,Tocantins,-10.796,TPN,12,C,2,M,2.558,1
TPN 102,Cerrado,Tocantins,-10.796,TPN,12,C,2,F,2.654,0
TPN 103,Cerrado,Tocantins,-10.796,TPN,12,C,2,M,2.772,1
TPN 106,Cerrado,Tocantins,-10.796,TPN,12,C,3,M,2.597,1
TPN 107,Cerrado,Tocantins,-10.796,TPN,12,C,3,F,2.588,0
TPN 108,Cerrado,Tocantins,-10.796,TPN,12,C,3,F,2.785,0
TPN 111,Cerrado,Tocantins,-10.796,TPN,9,A,1,F,2.683,0
TPN 116,Cerrado,Tocantins,-10.796,TPN,9,A,2,M,3.091,1
TPN 121,Cerrado,Tocantins,-10.796,TPN,9,A,3,F,2.737,0
TPN 122,Cerrado,Tocantins,-10.796,TPN,9,A,3,M,2.889,1
TPN 126,Cerrado,Tocantins,-10.796,TPN,9,B,1,F,2.61,0
TPN 131,Cerrado,Tocantins,-10.796,TPN,9,B,2,F,2.734,0
TPN 136,Cerrado,Tocantins,-10.796,TPN,9,B,3,M,2.833,1
TPN 137,Cerrado,Tocantins,-10.796,TPN,9,B,3,M,2.772,1
TPN 138,Cerrado,Tocantins,-10.796,TPN,9,B,3,M,2.968,1
TPN 146,Cerrado,Tocantins,-10.796,TPN,9,C,2,M,2.753,1
TPN 147,Cerrado,Tocantins,-10.796,TPN,9,C,2,F,2.542,0
TPN 148,Cerrado,Tocantins,-10.796,TPN,9,C,2,F,2.519,0
TPN 156,Cerrado,Tocantins,-10.796,TPN,14,A,1,F,2.908,0
TPN 157,Cerrado,Tocantins,-10.796,TPN,14,A,1,M,2.807,1
TPN 158,Cerrado,Tocantins,-10.796,TPN,14,A,1,M,2.828,1
TPN 161,Cerrado,Tocantins,-10.796,TPN,14,A,2,M,3.195,1
TPN 166,Cerrado,Tocantins,-10.796,TPN,14,A,3,M,3.016,1
TPN 167,Cerrado,Tocantins,-10.796,TPN,14,A,3,F,2.776,0
TPN 168,Cerrado,Tocantins,-10.796,TPN,14,A,3,F,2.691,0
TPN 171,Cerrado,Tocantins,-10.796,TPN,14,B,1,F,2.682,0
TPN 172,Cerrado,Tocantins,-10.796,TPN,14,B,1,M,2.884,1
TPN 173,Cerrado,Tocantins,-10.796,TPN,14,B,1,M,2.986,1
TPN 174,Cerrado,Tocantins,-10.796,TPN,14,B,1,M,2.965,1
TPN 176,Cerrado,Tocantins,-10.796,TPN,14,B,2,M,2.61,1
TPN 178,Cerrado,Tocantins,-10.796,TPN,14,B,2,F,2.719,0
TPN 182,Cerrado,Tocantins,-10.796,TPN,14,C,1,M,2.673,1
TPN 183,Cerrado,Tocantins,-10.796,TPN,14,C,1,F,2.741,0
TPN 187,Cerrado,Tocantins,-10.796,TPN,14,C,2,M,2.785,1
TPN 188,Cerrado,Tocantins,-10.796,TPN,14,C,2,F,2.607,0
TPN 191,Cerrado,Tocantins,-10.796,TPN,14,C,3,M,2.546,1
TPN 197,Cerrado,Tocantins,-10.796,TPN,7,A,1,F,2.758,0
TPN 198,Cerrado,Tocantins,-10.796,TPN,7,A,1,F,2.801,0
TPN 199,Cerrado,Tocantins,-10.796,TPN,7,A,1,F,2.874,0
TPN 201,Cerrado,Tocantins,-10.796,TPN,7,A,2,M,2.79,1
TPN 202,Cerrado,Tocantins,-10.796,TPN,7,A,2,F,2.734,0
TPN 203,Cerrado,Tocantins,-10.796,TPN,7,A,2,F,2.733,0
TPN 205,Cerrado,Tocantins,-10.796,TPN,7,A,2,F,2.69,0
TPN 206,Cerrado,Tocantins,-10.796,TPN,7,A,3,M,2.75,1
TPN 207,Cerrado,Tocantins,-10.796,TPN,7,A,3,M,2.737,1
TPN 208,Cerrado,Tocantins,-10.796,TPN,7,A,3,M,2.729,1
TPN 209,Cerrado,Tocantins,-10.796,TPN,7,A,3,M,2.681,1
TPN 210,Cerrado,Tocantins,-10.796,TPN,7,A,3,M,2.978,1
TPN 211,Cerrado,Tocantins,-10.796,TPN,7,B,1,M,2.545,1
TPN 212,Cerrado,Tocantins,-10.796,TPN,7,B,1,F,2.559,0
TPN 213,Cerrado,Tocantins,-10.796,TPN,7,B,1,F,2.467,0
TPN 214,Cerrado,Tocantins,-10.796,TPN,7,B,1,F,2.569,0
TPN 215,Cerrado,Tocantins,-10.796,TPN,7,B,1,F,2.699,0
TPN 216,Cerrado,Tocantins,-10.796,TPN,7,B,2,F,2.441,0
TPN 217,Cerrado,Tocantins,-10.796,TPN,7,B,2,M,2.462,1
TPN 222,Cerrado,Tocantins,-10.796,TPN,7,B,3,M,2.447,1
TPN 224,Cerrado,Tocantins,-10.796,TPN,7,B,3,F,2.493,0
TPN 225,Cerrado,Tocantins,-10.796,TPN,7,B,3,F,2.505,0
TPN 226,Cerrado,Tocantins,-10.796,TPN,7,C,1,M,2.354,1
TPN 227,Cerrado,Tocantins,-10.796,TPN,7,C,1,F,2.254,0
TPN 229,Cerrado,Tocantins,-10.796,TPN,7,C,1,F,2.392,0
TPN 230,Cerrado,Tocantins,-10.796,TPN,7,C,1,F,2.407,0
TPN 231,Cerrado,Tocantins,-10.796,TPN,7,C,2,F,2.292,0
TPN 232,Cerrado,Tocantins,-10.796,TPN,7,C,2,M,2.329,1
TPN 234,Cerrado,Tocantins,-10.796,TPN,7,C,2,M,2.555,1
TPN 235,Cerrado,Tocantins,-10.796,TPN,7,C,2,M,2.497,1
TPN 236,Cerrado,Tocantins,-10.796,TPN,7,C,3,F,2.354,0
TPN 237,Cerrado,Tocantins,-10.796,TPN,7,C,3,M,2.449,1
TPN 238,Cerrado,Tocantins,-10.796,TPN,7,C,3,M,2.449,1
TPN 239,Cerrado,Tocantins,-10.796,TPN,7,C,3,M,2.59,1
TPN 240,Cerrado,Tocantins,-10.796,TPN,7,C,3,F,2.444,0
